DATE,WEMMERSHOEK  No.1 Dam,,STEENBRAS No.1,,VOËLVLEI,,THEEWATERS-KLOOF,,WOODHEAD,,DE VILLIERS HOUSE,,NEWLANDS,,WYNBERG,,CONSTANTIA NEK,,PLATTEKLOOF,,BLACKHEATH Upper (WTP),,BLACKHEATH Lower,,GLEN  GARRY,,TYGERBERG,,FAURE,,BROOKLANDS,,ATLANTIS (WESFLEUR),,MOLTENO,,KLOOF NEK,,BERGRIVIER,,NEWLANDS,,STEENBRAS,,WEMMERSHOEK,,BROOKLANDS,,WOODHEAD,,MOLTENO,,STEENBRAS No.2,,STEENBRAS No.3,,STEENBRAS CATCHMENT No.4,,WEMMERS No.2 South,,WEMMERS No.3 North,,WEMMERS No.4 New South,,WEMMERS No.5 New North,,HOUSE,TUNNEL,MILLS,WAAI-VLEI,SPRING-BOK,KITCHEN,WAAI- KOPJE,C/NEK DISA,Day,Month,Year,WEMMERS-HOEK  No.1 Dam,STEEN-BRAS No.1,VOËLVLEI,THEE-WATERS-KLOOF,WOOD-HEAD,DE VILLIERS,NEW-LANDS,WYN-BERG,CON-STANTIA,PLATTE-KLOOF,BLACK-HEATH Upper,BLACK-HEATH Lower,GLEN  GARRY,TYGER-BERG,FAURE,BROOK-LANDS,ATLANTIS,MOLTENO,KLOOF NEK,BERG-RIVIER
15-Mar-00,,,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,4,,2.5,,,,,,,,,,,,4.5,,,,,,,,,,,,,,15,3,2000,,,,,,,,,,,,,,,,,,,,
16-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6,,0,,,,,,,,,,,,6,,,,,,,,,,,,,,16,3,2000,,,,,,,,,,,,,,,,,,,,
17-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,4,,2,,,,,,,,,,,,5.5,,,,,,,,,,,,,,17,3,2000,,,,,,,,,,,,,,,,,,,,
18-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,8.5,,3,,,,,,,,,,,,5.5,,,,,,,,,,,,,,18,3,2000,,,,,,,,,,,,,,,,,,,,
19-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,6,,4.5,,,,,,,,,,,,6,,,,,,,,,,,,,,19,3,2000,,,,,,,,,,,,,,,,,,,,
20-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,3.5,,5,,,,,,,,,,,,12.5,,,,,,,,,,,,,,20,3,2000,,,,,,,,,,,,,,,,,,,,
21-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4,,,,12.7,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,21,3,2000,,,,,,,,,,,,,,,,,,,,
22-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.4,,,,11,,4.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,22,3,2000,,,,,,,,,,,,,,,,,,,,
23-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4.5,,,,6,,3.5,,,,,,,,,,,,5,,,,,,,,,,,,,,23,3,2000,,,,,,,,,,,,,,,,,,,,
24-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6.5,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,24,3,2000,,,,,,,,,,,,,,,,,,,,
25-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,8,,4,,,,,,,,,,,,11.5,,,,,,,,,,,,,,25,3,2000,,,,,,,,,,,,,,,,,,,,
26-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,6,,,,5,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,26,3,2000,,,,,,,,,,,,,,,,,,,,
27-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,4.5,,5,,,,,,,,,,,,8.5,,,,,,,,,,,,,,27,3,2000,,,,,,,,,,,,,,,,,,,,
28-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,8,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,28,3,2000,,,,,,,,,,,,,,,,,,,,
29-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,29,3,2000,,,,,,,,,,,,,,,,,,,,
30-Mar-00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,4.5,,,,7,,4,,,,,,,,,,,,8,,,,,,,,,,,,,,30,3,2000,,,,,,,,,,,,,,,,,,,,
31-Mar-00,0,17.7,0,28.2,0,9,,,,,,,,,,,,,0,11.2,0,20.7,0,19,0,10,,,0,10,0,7,,,0,3.9,,,,,,,5,153.1,0,0,7,184.7,3,121.5,,,,,,,,,0,17.7,4.5,191.5,,0,,0,,,,,,,,,31,3,2000,2,4,1,,3,0,1,2,2,1,2,1,1,1,1,1,,3,,
01-Apr-00,0,,0,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4.5,,0,,6,,4,,,,,,,,,,0,,7.5,,,,,,,,,,,,,,1,4,2000,,,,,,,,,,,,,,,,,,,,
02-Apr-00,0,,0,,0,,,,8.5,,,,,,,,1.8,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,5,,0,,5,,8,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,2,4,2000,,,,,,,,,,,,,,,,,,,,
03-Apr-00,0,,6,,0,,,,,,,,3.5,,3.4,,3,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,,,,0.4,,0,,2,,3,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,3,4,2000,,,,,,,,,,,,,,,,,,,,
04-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,16,,,,,,,,,,,,6,,0,,2,,2,,,,,,,,,,0,,6.5,,,,,,,,,,,,,,4,4,2000,,,,,,,,,,,,,,,,,,,,
05-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,9,,0,,,,,,,,,,0,,5,,,,,,,,,,,,,,5,4,2000,,,,,,,,,,,,,,,,,,,,
06-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,8,,3.5,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,6,4,2000,,,,,,,,,,,,,,,,,,,,
07-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,6,,3.5,,,,,,,,,,0,,5,,,,,,,,,,,,,,7,4,2000,,,,,,,,,,,,,,,,,,,,
08-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,6,,4,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,8,4,2000,,,,,,,,,,,,,,,,,,,,
09-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,6,,0,,5,,4,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,9,4,2000,,,,,,,,,,,,,,,,,,,,
10-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,2,,0,,7,,4,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,10,4,2000,,,,,,,,,,,,,,,,,,,,
11-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,2.5,,0,,5,,3,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,11,4,2000,,,,,,,,,,,,,,,,,,,,
12-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4.5,,0,,6,,3,,,,,,,,,,0,,5,,,,,,,,,,,,,,12,4,2000,,,,,,,,,,,,,,,,,,,,
13-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4.5,,0,,4,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,13,4,2000,,,,,,,,,,,,,,,,,,,,
14-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4,,0,,6,,3,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,14,4,2000,,,,,,,,,,,,,,,,,,,,
15-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4,,0,,5,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,15,4,2000,,,,,,,,,,,,,,,,,,,,
16-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,7,,3,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,16,4,2000,,,,,,,,,,,,,,,,,,,,
17-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4.5,,0,,4,,2,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,17,4,2000,,,,,,,,,,,,,,,,,,,,
18-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,5,,2.5,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,18,4,2000,,,,,,,,,,,,,,,,,,,,
19-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,6,,3,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,19,4,2000,,,,,,,,,,,,,,,,,,,,
20-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,7,,0,,5,,7,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,20,4,2000,,,,,,,,,,,,,,,,,,,,
21-Apr-00,0,,0,,0,,,,35,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,5,,2,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,21,4,2000,,,,,,,,,,,,,,,,,,,,
22-Apr-00,0.6,,4,,2.5,,,,3.6,,,,,,5,,18,,8.5,,4,,2,,3.4,,14.5,,2,,0,,,,8.5,,,,,,,,0,,0,,5,,1,,,,,,,,,,0.6,,3.1,,,,,,,,,,,,,,22,4,2000,,,,,,,,,,,,,,,,,,,,
23-Apr-00,3.5,,6,,7,,,,3.6,,,,32,,6.6,,6.5,,2.2,,3,,4,,2,,3.5,,9,,12,,,,4,,,,,,,,0,,0,,2,,0,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,23,4,2000,,,,,,,,,,,,,,,,,,,,
24-Apr-00,0,,0.5,,0,,,,1.5,,,,5,,0,,0,,0,,0,,0.1,,1.6,,3,,0.5,,0,,,,0.1,,,,,,,,2,,0,,12,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,24,4,2000,,,,,,,,,,,,,,,,,,,,
25-Apr-00,0,,2,,0,,,,,,,,,,3.8,,0,,2.5,,2,,2.5,,2.2,,5.8,,3,,0.6,,,,2.9,,,,,,,,2,,0,,5,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,25,4,2000,,,,,,,,,,,,,,,,,,,,
26-Apr-00,0,,0,,0,,,,,,,,5,,0,,6,,0,,0,,0,,0,,0,,0,,4,,,,,,,,,,,,2,,0,,1,,1,,,,,,,,,,0,,5,,,,,,,,,,,,,,26,4,2000,,,,,,,,,,,,,,,,,,,,
27-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,4,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,27,4,2000,,,,,,,,,,,,,,,,,,,,
28-Apr-00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,3,,5,,,,,,,,,,0,,3,,,,,,,,,,,,,,28,4,2000,,,,,,,,,,,,,,,,,,,,
29-Apr-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,,,1.5,,0,,7,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,29,4,2000,,,,,,,,,,,,,,,,,,,,
30-Apr-00,0,4.1,2.4,20.9,0,9.5,,,0,52.2,,,2.5,44.5,0,18.8,1,36.3,0,13.2,0,9,0,8.6,1.7,10.9,0,26.8,0,14.5,0,33.6,,,1.1,16.6,,,,,,,1,98.9,0,0,3,156,4,87.5,,,,,,,,,0,4.1,3,129.1,,0,,0,,,,,,,,,30,4,2000,2,6,2,,5,0,4,4,6,3,3,4,5,4,4,5,,5,,
01-May-00,0,,1.2,,0.6,,,,5,,,,1,,6,,1.5,,0,,0,,0.5,,0,,7.1,,0,,2.5,,,,1.4,,,,,,,,1.9,,0,,0,,1,,,,,,,,,,0,,3,,,,,,,,,,,,,,1,5,2000,,,,,,,,,,,,,,,,,,,,
02-May-00,0,,0,,0,,,,0,,,,,,0,,1.7,,0.6,,0,,0,,0,,0,,0,,2.5,,,,1.5,,,,,,,,2,,0,,1,,0,,,,,,,,,,0,,4,,,,,,,,,,,,,,2,5,2000,,,,,,,,,,,,,,,,,,,,
03-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,4,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,3,5,2000,,,,,,,,,,,,,,,,,,,,
04-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,4,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,4,5,2000,,,,,,,,,,,,,,,,,,,,
05-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,5,,1,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,5,5,2000,,,,,,,,,,,,,,,,,,,,
06-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,2,,,,,,,,,,0,,3,,,,,,,,,,,,,,6,5,2000,,,,,,,,,,,,,,,,,,,,
07-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,4,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,7,5,2000,,,,,,,,,,,,,,,,,,,,
08-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,5,,5,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,8,5,2000,,,,,,,,,,,,,,,,,,,,
09-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,9,5,2000,,,,,,,,,,,,,,,,,,,,
10-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,4,,2,,,,,,,,,,0,,3,,,,,,,,,,,,,,10,5,2000,,,,,,,,,,,,,,,,,,,,
11-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,3,,3.5,,,,,,,,,,0,,4,,,,,,,,,,,,,,11,5,2000,,,,,,,,,,,,,,,,,,,,
12-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,5,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,12,5,2000,,,,,,,,,,,,,,,,,,,,
13-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1.5,,,,,,,,2,,0,,5,,3.5,,,,,,,,,,0,,3,,,,,,,,,,,,,,13,5,2000,,,,,,,,,,,,,,,,,,,,
14-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,6,,2.5,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,14,5,2000,,,,,,,,,,,,,,,,,,,,
15-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,15,5,2000,,,,,,,,,,,,,,,,,,,,
16-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,3.5,,2.5,,,,,,,,,,0,,3,,,,,,,,,,,,,,16,5,2000,,,,,,,,,,,,,,,,,,,,
17-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,4,,2.5,,,,,,,,,,0,,2,,,,,,,,,,,,,,17,5,2000,,,,,,,,,,,,,,,,,,,,
18-May-00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,2,,,,,,,,,,0,,2,,,,,,,,,,,,,,18,5,2000,,,,,,,,,,,,,,,,,,,,
19-May-00,0,,0,,0,,,,6.2,,,,1.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,3,,2,,,,,,,,,,0,,3,,,,,,,,,,,,,,19,5,2000,,,,,,,,,,,,,,,,,,,,
20-May-00,2.5,,4,,0,,,,4,,,,,,0.7,,2.6,,2,,5,,7,,4.5,,8.5,,0,,0,,,,,,,,,,,,0.5,,0,,3,,0,,,,,,,,,,2.5,,2.5,,,,,,,,,,,,,,20,5,2000,,,,,,,,,,,,,,,,,,,,
21-May-00,0,,0,,0,,,,0,,,,2.7,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,,,,,1,,0,,1,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,21,5,2000,,,,,,,,,,,,,,,,,,,,
22-May-00,0,,2.5,,0,,,,0,,,,0.4,,4,,2.7,,0.9,,1.6,,1.5,,0.4,,0.5,,0,,0,,,,1,,,,,,,,1.5,,0,,4,,3.5,,,,,,,,,,0,,2,,,,,,,,,,,,,,22,5,2000,,,,,,,,,,,,,,,,,,,,
23-May-00,0,,0,,0,,,,17,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,3,,,,,,,,,,,,2,,0,,1,,2.5,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,23,5,2000,,,,,,,,,,,,,,,,,,,,
24-May-00,0,,0,,0,,,,23,,,,25.3,,11.6,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,4,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,24,5,2000,,,,,,,,,,,,,,,,,,,,
25-May-00,3.5,,3.1,,0,,,,0,,,,22,,5.6,,8,,27,,4,,2,,5.6,,2.2,,0,,0,,,,10,,,,,,,,0.1,,0,,2,,0,,,,,,,,,,3.5,,0.5,,,,,,,,,,,,,,25,5,2000,,,,,,,,,,,,,,,,,,,,
26-May-00,6.8,,2.5,,9.5,,,,0.5,,,,25,,0,,13,,2.1,,3.2,,3.5,,11.4,,0.5,,0,,0,,,,15,,,,,,,,0,,0,,0,,1,,,,,,,,,,6.8,,1.5,,,,,,,,,,,,,,26,5,2000,,,,,,,,,,,,,,,,,,,,
27-May-00,0,,0.4,,0,,,,22.5,,,,29.5,,16.6,,0.5,,0,,0,,0,,0,,0,,0,,2,,,,,,,,,,,,0.9,,0,,1,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,27,5,2000,,,,,,,,,,,,,,,,,,,,
28-May-00,16,,2.8,,10,,,,58,,,,104,,62.2,,14,,3.8,,2,,2.1,,5.5,,3.1,,0,,0,,,,5,,,,,,,,0,,0,,1,,0,,,,,,,,,,16,,0,,,,,,,,,,,,,,28,5,2000,,,,,,,,,,,,,,,,,,,,
29-May-00,23,,80.4,,0.9,,,,31.5,,,,53.5,,9.1,,86,,12,,32,,30,,36,,19.6,,0,,6,,,,52.5,,,,,,,,0,,0,,0,,0,,,,,,,,,,23,,0,,,,,,,,,,,,,,29,5,2000,,,,,,,,,,,,,,,,,,,,
30-May-00,13,,21.5,,8,,,,5,,,,25,,7.2,,18,,9,,6,,8.5,,9.5,,14.7,,0,,36,,,,32.5,,,,,,,,1,,0,,,,0,,,,,,,,,,13,,0,,,,,,,,,,,,,,30,5,2000,,,,,,,,,,,,,,,,,,,,
31-May-00,0,64.8,0.7,119.1,0,29,,,11,183.7,,,,,0.4,123.4,0,148,2.1,59.5,,,,,0,72.9,1,57.2,0,0,24,78,,,16,136.4,,,,,,,1.7,50.1,0,0,,,,,,,,,,,,,0,64.8,0.5,67.5,,0,,0,,,,,,,,,31,5,2000,6,10,5,,11,0,11,10,10,9,7,8,7,9,0,8,,10,,
01-Jun-00,2.5,,8.2,,4,,,,15.2,,,,29,,4.5,,8.5,,1.2,,3,,2,,5,,,,0,,6.5,,,,25,,,,,,,,0,,0,,,,,,,,,,,,,,2.5,,0,,,,,,,,,,,,,,1,6,2000,,,,,,,,,,,,,,,,,,,,
02-Jun-00,6,,8,,7,,,,,,,,10.5,,,,9.5,,5.1,,,,4,,5,,3.2,,0,,4.2,,,,4.5,,,,,,,,0,,0,,,,,,,,,,,,,,6,,0,,,,,,,,,,,,,,2,6,2000,,,,,,,,,,,,,,,,,,,,
03-Jun-00,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,3,6,2000,,,,,,,,,,,,,,,,,,,,
04-Jun-00,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,1,,0,,,,1,,,,,,,,,,0,,2,,,,,,,,,,,,,,4,6,2000,,,,,,,,,,,,,,,,,,,,
05-Jun-00,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,0,,,,4,,,,,,,,,,0,,2,,,,,,,,,,,,,,5,6,2000,,,,,,,,,,,,,,,,,,,,
06-Jun-00,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,2,,0,,,,7,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,6,6,2000,,,,,,,,,,,,,,,,,,,,
07-Jun-00,0,,0,,,,,,,,,,,,8.2,,1,,,,,,,,,,,,0,,6,,,,,,,,,,,,3,,0,,,,4,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,7,6,2000,,,,,,,,,,,,,,,,,,,,
08-Jun-00,0,,0,,,,,,2,,,,0,,2.4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,8,6,2000,,,,,,,,,,,,,,,,,,,,
09-Jun-00,1.5,,2.9,,1,,,,0,,,,2.5,,32.8,,29.2,,,,1,,1,,1.8,,,,0,,1,,,,4,,,,,,,,1.4,,0,,,,1.5,,,,,,,,,,1.5,,2,,,,,,,,,,,,,,9,6,2000,,,,,,,,,,,,,,,,,,,,
10-Jun-00,45,,33.7,,23,,,,18,,,,48,,1.6,,2.6,,32.7,,43,,37.5,,30,,32,,0,,2,,,,39.5,,,,,,,,2.2,,0,,,,1,,,,,,,,,,45,,2,,,,,,,,,,,,,,10,6,2000,,,,,,,,,,,,,,,,,,,,
11-Jun-00,8.5,,1.8,,,,,,0,,,,2.5,,,,,,,,3,,0.1,,2.2,,,,0,,28,,,,,,,,,,,,2.8,,0,,,,0,,,,,,,,,,8.5,,0,,,,,,,,,,,,,,11,6,2000,,,,,,,,,,,,,,,,,,,,
12-Jun-00,0,,0,,0,,,,0,,,,0.4,,0.7,,1.8,,,,,,,,,,,,0,,2.2,,,,,,,,,,,,1,,0,,2,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,12,6,2000,,,,,,,,,,,,,,,,,,,,
13-Jun-00,0,,0,,,,,,3,,,,0.2,,17.2,,52,,,,,,,,,,5.5,,0,,0,,,,,,,,,,,,0,,0,,2,,3,,,,,,,,,,0,,2,,,,,,,,,,,,,,13,6,2000,,,,,,,,,,,,,,,,,,,,
14-Jun-00,1.5,,24.4,,,,,,40,,,,59,,,,,,15.2,,11.5,,12.5,,15,,15.7,,0,,12,,,,28.5,,,,,,,,0,,0,,0,,0,,,,,,,,,,1.5,,0.5,,,,,,,,,,,,,,14,6,2000,,,,,,,,,,,,,,,,,,,,
15-Jun-00,2.5,,0,,,,,,0.1,,,,0.3,,,,5.4,,,,,,,,0.5,,6,,0,,12,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,2.5,,0.5,,,,,,,,,,,,,,15,6,2000,,,,,,,,,,,,,,,,,,,,
16-Jun-00,0,,0.6,,,,,,4.5,,,,5.6,,1.8,,10.5,,,,1,,0.5,,2.5,,2.1,,0,,13,,,,1,,,,,,,,0.6,,0,,0,,0,,,,,,,,,,0,,1,,,,,,,,,,,,,,16,6,2000,,,,,,,,,,,,,,,,,,,,
17-Jun-00,0,,0.4,,,,,,13,,,,14,,0.1,,,,,,,,,,,,1.1,,0,,0.5,,,,7,,,,,,,,0.9,,0,,2,,0,,,,,,,,,,0,,4,,,,,,,,,,,,,,17,6,2000,,,,,,,,,,,,,,,,,,,,
18-Jun-00,0,,0.1,,,,,,0,,,,4.2,,,,,,,,,,,,,,,,0,,4.5,,,,2.5,,,,,,,,0.6,,0,,0,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,18,6,2000,,,,,,,,,,,,,,,,,,,,
19-Jun-00,0,,0,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0.5,,0,,0,,5,,,,,,,,,,0,,1,,,,,,,,,,,,,,19,6,2000,,,,,,,,,,,,,,,,,,,,
20-Jun-00,0,,0,,,,,,0,,,,0,,27.1,,22,,,,,,,,,,,,0,,0,,,,,,,,,,,,2,,0,,2,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,20,6,2000,,,,,,,,,,,,,,,,,,,,
21-Jun-00,29.5,,22,,12.8,,,,60.5,,,,28.2,,8.5,,8.4,,9.7,,7.5,,7.5,,13.2,,12,,0,,0,,,,15,,,,,,,,0.5,,0,,3,,2,,,,,,,,,,29.5,,0,,,,,,,,,,,,,,21,6,2000,,,,,,,,,,,,,,,,,,,,
22-Jun-00,5.5,,7.2,,7,,,,2,,,,4.3,,0.7,,3.2,,3.7,,,,,,9,,3.1,,0,,32,,,,,,,,,,,,0.2,,0,,0,,0,,,,,,,,,,5.5,,0.5,,,,,,,,,,,,,,22,6,2000,,,,,,,,,,,,,,,,,,,,
